song_name,original_popularity,has_audio_file,has_lyrics_file,audio_file_path,audio_original_name,audio_popularity_level,lyrics_file_path,lyrics_original_name,lyrics_popularity_level,final_popularity
Celebrity Skin,26,True,True,/app/songs/popularity_2/Celebrity Skin.mp3,Celebrity Skin - ,2.0,/app/lyrics/popularity_2/Celebrity Skin.txt,Celebrity Skin,2.0,20
September,63,True,True,/app/songs/popularity_3/September Song - Guitar Acoustic.mp3,September Song - Guitar Acoustic - ,3.0,/app/lyrics/popularity_3/September Song - Guitar Acoustic -.txt,September Song - Guitar Acoustic -,3.0,30
Everyday Is A Winding Road,21,True,True,/app/songs/popularity_3/Everyday Is A Winding Road.mp3,Everyday Is A Winding Road - ,3.0,/app/lyrics/popularity_3/Everyday Is A Winding Road.txt,Everyday Is A Winding Road,3.0,30
Transformer (feat. Nicki Minaj),0,True,True,/app/songs/popularity_0/Transformer (feat. Nicki Minaj).mp3,Transformer (feat. Nicki Minaj) - ,0.0,/app/lyrics/popularity_0/Transformer (feat. Nicki Minaj).txt,Transformer (feat. Nicki Minaj),0.0,0
Drip Too Hard,91,True,True,/app/songs/popularity_9/Drip Too Hard.mp3,Drip Too Hard - ,9.0,/app/lyrics/popularity_9/Drip Too Hard.txt,Drip Too Hard,9.0,90
Praise The Lord (Da Shine),91,True,True,/app/songs/popularity_9/Praise The Lord (Da Shine).mp3,Praise The Lord (Da Shine) - ,9.0,/app/lyrics/popularity_9/Praise The Lord (Da Shine).txt,Praise The Lord (Da Shine),9.0,90
Lucky You (feat. Joyner Lucas),96,True,True,/app/songs/popularity_9/Lucky You (feat. Joyner Lucas).mp3,Lucky You (feat. Joyner Lucas) - ,9.0,/app/lyrics/popularity_9/Lucky You (feat. Joyner Lucas).txt,Lucky You (feat. Joyner Lucas),9.0,90
FEFE (feat. Nicki Minaj & Murda Beatz),96,True,True,/app/songs/popularity_9/FEFE (feat. Nicki Minaj & Murda Beatz).mp3,FEFE (feat. Nicki Minaj & Murda Beatz) - ,9.0,/app/lyrics/popularity_9/FEFE (feat. Nicki Minaj & Murda Beatz).txt,FEFE (feat. Nicki Minaj & Murda Beatz),9.0,90
The Code,17,True,True,/app/songs/popularity_2/The Code.mp3,The Code - ,2.0,/app/lyrics/popularity_2/The Code.txt,The Code,2.0,20
No Me Platiques Mas,1,True,True,/app/songs/popularity_0/No Me Platiques Mas.mp3,No Me Platiques Mas - ,0.0,/app/lyrics/popularity_0/No Me Platiques Mas.txt,No Me Platiques Mas,0.0,0
Payaso,2,True,True,/app/songs/popularity_0/Payaso.mp3,Payaso - ,0.0,/app/lyrics/popularity_0/Payaso.txt,Payaso,0.0,0
Cien años,5,True,True,/app/songs/popularity_1/Cien años.mp3,Cien años - ,1.0,/app/lyrics/popularity_1/Cien años.txt,Cien años,1.0,10
El Reloj,4,True,True,/app/songs/popularity_0/El Reloj.mp3,El Reloj - ,0.0,/app/lyrics/popularity_0/El Reloj.txt,El Reloj,0.0,0
Bachata Rosa,18,True,True,/app/songs/popularity_2/Bachata Rosa.mp3,Bachata Rosa - ,2.0,/app/lyrics/popularity_2/Bachata Rosa.txt,Bachata Rosa,2.0,20
No Sé Tú,17,True,True,/app/songs/popularity_2/No Sé Tú.mp3,No Sé Tú - ,2.0,/app/lyrics/popularity_2/No Sé Tú.txt,No Sé Tú,2.0,20
Contigo Aprendí,20,True,True,/app/songs/popularity_2/Contigo Aprendí.mp3,Contigo Aprendí - ,2.0,/app/lyrics/popularity_2/Contigo Aprendí.txt,Contigo Aprendí,2.0,20
El Noa Noa,19,True,True,/app/songs/popularity_2/El Noa Noa.mp3,El Noa Noa - ,2.0,/app/lyrics/popularity_2/El Noa Noa.txt,El Noa Noa,2.0,20
Noche de Ronda,6,True,True,/app/songs/popularity_1/Noche de Ronda.mp3,Noche de Ronda - ,1.0,/app/lyrics/popularity_1/Noche de Ronda.txt,Noche de Ronda,1.0,10
We Can't Stop (feat. Bea Miller),26,True,True,/app/songs/popularity_3/We Can't Stop (feat. Bea Miller).mp3,We Can't Stop (feat. Bea Miller) - ,3.0,/app/lyrics/popularity_3/We Can't Stop (feat. Bea Miller).txt,We Can't Stop (feat. Bea Miller),3.0,30
Strangers,19,True,True,/app/songs/popularity_2/Strangers.mp3,Strangers - ,2.0,/app/lyrics/popularity_2/Strangers.txt,Strangers,2.0,20
7 Years,20,True,True,/app/songs/popularity_2/7 Years.mp3,7 Years - ,2.0,/app/lyrics/popularity_2/7 Years.txt,7 Years,2.0,20
Hold My Girl,30,True,True,/app/songs/popularity_3/Hold My Girl.mp3,Hold My Girl - ,3.0,/app/lyrics/popularity_3/Hold My Girl.txt,Hold My Girl,3.0,30
After Rain,21,True,True,/app/songs/popularity_3/After Rain.mp3,After Rain - ,3.0,/app/lyrics/popularity_3/After Rain.txt,After Rain,3.0,30
Moving Mountains,16,True,True,/app/songs/popularity_2/Moving Mountains.mp3,Moving Mountains - ,2.0,/app/lyrics/popularity_2/Moving Mountains.txt,Moving Mountains,2.0,20
Concrete Jungle - Acoustic,26,True,True,/app/songs/popularity_3/Concrete Jungle - Acoustic.mp3,Concrete Jungle - Acoustic - ,3.0,/app/lyrics/popularity_3/Concrete Jungle - Acoustic -.txt,Concrete Jungle - Acoustic -,3.0,30
Where's My Love,29,True,True,/app/songs/popularity_3/Where's My Love.mp3,Where's My Love - ,3.0,/app/lyrics/popularity_3/Where's My Love.txt,Where's My Love,3.0,30
You And Me,25,True,True,/app/songs/popularity_3/You And Me.mp3,You And Me - ,3.0,/app/lyrics/popularity_3/You And Me.txt,You And Me,3.0,30
Come And Get It,5,True,True,/app/songs/popularity_1/Come And Get It.mp3,Come And Get It - ,1.0,/app/lyrics/popularity_1/Come And Get It.txt,Come And Get It,1.0,10
Drop Dead Cynical,24,True,True,/app/songs/popularity_3/Drop Dead Cynical.mp3,Drop Dead Cynical - ,3.0,/app/lyrics/popularity_3/Drop Dead Cynical.txt,Drop Dead Cynical,3.0,30
Blood,9,True,True,/app/songs/popularity_1/Blood.mp3,Blood - ,1.0,/app/lyrics/popularity_1/Blood.txt,Blood,1.0,10
Hardwired,24,True,True,/app/songs/popularity_3/Hardwired.mp3,Hardwired - ,3.0,/app/lyrics/popularity_3/Hardwired.txt,Hardwired,3.0,30
Don't Need You - Edit,23,True,True,/app/songs/popularity_3/Don't Need You - Edit.mp3,Don't Need You - Edit - ,3.0,/app/lyrics/popularity_3/Don't Need You - Edit -.txt,Don't Need You - Edit -,3.0,30
Paranoia,65,True,True,/app/songs/popularity_1/Paranoia.mp3,Paranoia - ,1.0,/app/lyrics/popularity_1/Paranoia.txt,Paranoia,1.0,10
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",73,True,True,/app/songs/popularity_1/My Love (feat. Mia Gladstone).mp3,My Love (feat. Mia Gladstone) - ,1.0,/app/lyrics/popularity_1/My Love (feat. Mia Gladstone).txt,My Love (feat. Mia Gladstone),1.0,10
Anticipation,29,True,True,/app/songs/popularity_3/Anticipation.mp3,Anticipation - ,3.0,/app/lyrics/popularity_3/Anticipation.txt,Anticipation,3.0,30
I See Fire,0,True,True,/app/songs/popularity_0/I See Fire.mp3,I See Fire - ,0.0,/app/lyrics/popularity_0/I See Fire.txt,I See Fire,0.0,0
Game of Thrones,0,True,True,/app/songs/popularity_0/Game of Thrones.mp3,Game of Thrones - ,0.0,/app/lyrics/popularity_0/Game of Thrones.txt,Game of Thrones,0.0,0
Misty Mountains (A Cappella),0,True,True,/app/songs/popularity_0/Misty Mountains (A Cappella).mp3,Misty Mountains (A Cappella) - ,0.0,/app/lyrics/popularity_0/Misty Mountains (A Cappella).txt,Misty Mountains (A Cappella),0.0,0
Taste,47,True,True,/app/songs/popularity_10/Taste (feat. Offset).mp3,Taste (feat. Offset) - ,10.0,/app/lyrics/popularity_10/Taste (feat. Offset).txt,Taste (feat. Offset),10.0,100
Switch Up,39,True,True,/app/songs/popularity_1/Switch Up.mp3,Switch Up - ,1.0,/app/lyrics/popularity_1/Switch Up.txt,Switch Up,1.0,10
Lady - Hear Me Tonight,8,True,True,/app/songs/popularity_1/Lady - Hear Me Tonight.mp3,Lady - Hear Me Tonight - ,1.0,/app/lyrics/popularity_1/Lady - Hear Me Tonight -.txt,Lady - Hear Me Tonight -,1.0,10
King Creole,10,True,True,/app/songs/popularity_1/King Creole.mp3,King Creole - ,1.0,/app/lyrics/popularity_1/King Creole.txt,King Creole,1.0,10
My Girl,21,True,True,/app/songs/popularity_3/My Girl.mp3,My Girl - ,3.0,/app/lyrics/popularity_3/My Girl.txt,My Girl,3.0,30
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,64,True,True,/app/songs/popularity_1/San Francisco.mp3,San Francisco - ,1.0,/app/lyrics/popularity_1/San Francisco.txt,San Francisco,1.0,10
You Never Can Tell,27,True,True,/app/songs/popularity_3/You Never Can Tell.mp3,You Never Can Tell - ,3.0,/app/lyrics/popularity_3/You Never Can Tell.txt,You Never Can Tell,3.0,30
Fly Me To The Moon - Remastered 2008,27,True,True,/app/songs/popularity_2/To The Moon.mp3,To The Moon - ,2.0,/app/lyrics/popularity_2/To The Moon.txt,To The Moon,2.0,20
Mr. Blue Sky,81,True,True,/app/songs/popularity_3/Mr. Blue Sky.mp3,Mr. Blue Sky - ,3.0,/app/lyrics/popularity_3/Mr. Blue Sky.txt,Mr. Blue Sky,3.0,30
The Passenger,26,True,True,/app/songs/popularity_3/The Passenger.mp3,The Passenger - ,3.0,/app/lyrics/popularity_3/The Passenger.txt,The Passenger,3.0,30
Would I Lie To You?,20,True,True,/app/songs/popularity_2/Would I Lie To You?.mp3,Would I Lie To You? - ,2.0,/app/lyrics/popularity_2/Would I Lie To You?.txt,Would I Lie To You?,2.0,20
Believe,77,True,True,/app/songs/popularity_3/Believer.mp3,Believer - ,3.0,/app/lyrics/popularity_3/Believer.txt,Believer,3.0,30
Losin Control,7,True,True,/app/songs/popularity_1/Losin Control.mp3,Losin Control - ,1.0,/app/lyrics/popularity_1/Losin Control.txt,Losin Control,1.0,10
Luving U,6,True,True,/app/songs/popularity_1/Luving U.mp3,Luving U - ,1.0,/app/lyrics/popularity_1/Luving U.txt,Luving U,1.0,10
Ready For The Floor,9,True,True,/app/songs/popularity_1/Ready For The Floor.mp3,Ready For The Floor - ,1.0,/app/lyrics/popularity_1/Ready For The Floor.txt,Ready For The Floor,1.0,10
Heartbeats,7,True,True,/app/songs/popularity_1/Heartbeats.mp3,Heartbeats - ,1.0,/app/lyrics/popularity_1/Heartbeats.txt,Heartbeats,1.0,10
Cheap and Cheerful,5,True,True,/app/songs/popularity_1/Cheap and Cheerful.mp3,Cheap and Cheerful - ,1.0,/app/lyrics/popularity_1/Cheap and Cheerful.txt,Cheap and Cheerful,1.0,10
Lovely Head,5,True,True,/app/songs/popularity_1/Lovely Head.mp3,Lovely Head - ,1.0,/app/lyrics/popularity_1/Lovely Head.txt,Lovely Head,1.0,10
Up With People,4,True,True,/app/songs/popularity_1/Up With People.mp3,Up With People - ,1.0,/app/lyrics/popularity_1/Up With People.txt,Up With People,1.0,10
Default,53,True,True,/app/songs/popularity_1/Default.mp3,Default - ,1.0,/app/lyrics/popularity_1/Default.txt,Default,1.0,10
Holda You (I'm Psycho),29,True,True,/app/songs/popularity_3/Holda You (I'm Psycho).mp3,Holda You (I'm Psycho) - ,3.0,/app/lyrics/popularity_3/Holda You (I'm Psycho).txt,Holda You (I'm Psycho),3.0,30
She's a Lover,29,True,True,/app/songs/popularity_3/She's a Lover.mp3,She's a Lover - ,3.0,/app/lyrics/popularity_3/She's a Lover.txt,She's a Lover,3.0,30
Mirror in the Bathroom,8,True,True,/app/songs/popularity_1/Mirror in the Bathroom.mp3,Mirror in the Bathroom - ,1.0,/app/lyrics/popularity_1/Mirror in the Bathroom.txt,Mirror in the Bathroom,1.0,10
Birthday,6,True,True,/app/songs/popularity_1/Birthday Song.mp3,Birthday Song - ,1.0,/app/lyrics/popularity_1/Birthday Song.txt,Birthday Song,1.0,10
Only Love Can Break Your Heart,9,True,True,/app/songs/popularity_1/Only Love Can Break Your Heart.mp3,Only Love Can Break Your Heart - ,1.0,/app/lyrics/popularity_1/Only Love Can Break Your Heart.txt,Only Love Can Break Your Heart,1.0,10
Game of Pricks,6,True,True,/app/songs/popularity_1/Game of Pricks.mp3,Game of Pricks - ,1.0,/app/lyrics/popularity_1/Game of Pricks.txt,Game of Pricks,1.0,10
Headlights,3,True,True,/app/songs/popularity_1/Headlights.mp3,Headlights - ,1.0,/app/lyrics/popularity_1/Headlights.txt,Headlights,1.0,10
Bubby's Cream,0,True,True,/app/songs/popularity_0/Bubby's Cream.mp3,Bubby's Cream - ,0.0,/app/lyrics/popularity_0/Bubby's Cream.txt,Bubby's Cream,0.0,0
Stuck (with Arin Ray),60,True,True,/app/songs/popularity_1/Stuck.mp3,Stuck - ,1.0,/app/lyrics/popularity_1/Stuck.txt,Stuck,1.0,10
Be Your Man,28,True,True,/app/songs/popularity_3/Be Your Man.mp3,Be Your Man - ,3.0,/app/lyrics/popularity_3/Be Your Man.txt,Be Your Man,3.0,30
Lung,54,True,True,/app/songs/popularity_1/Lungs.mp3,Lungs - ,1.0,/app/lyrics/popularity_1/Lungs.txt,Lungs,1.0,10
Be Alright,96,True,True,/app/songs/popularity_10/Be Alright.mp3,Be Alright - ,10.0,/app/lyrics/popularity_10/Be Alright.txt,Be Alright,10.0,100
I Believe in Us,24,True,True,/app/songs/popularity_3/I Believe in Us.mp3,I Believe in Us - ,3.0,/app/lyrics/popularity_3/I Believe in Us.txt,I Believe in Us,3.0,30
Vocales de amor,1,True,True,/app/songs/popularity_1/Vocales de amor.mp3,Vocales de amor - ,1.0,/app/lyrics/popularity_1/Vocales de amor.txt,Vocales de amor,1.0,10
Natural,95,True,True,/app/songs/popularity_10/Natural.mp3,Natural - ,10.0,/app/lyrics/popularity_10/Natural.txt,Natural,10.0,100
Coupe (feat. Rich The Kid),0,True,True,/app/songs/popularity_0/Coupe (feat. Rich The Kid).mp3,Coupe (feat. Rich The Kid) - ,0.0,/app/lyrics/popularity_0/Coupe (feat. Rich The Kid).txt,Coupe (feat. Rich The Kid),0.0,0
SAD!,96,True,True,/app/songs/popularity_10/SAD!.mp3,SAD! - ,10.0,/app/lyrics/popularity_10/SAD!.txt,SAD!,10.0,100
The Ringer,91,True,True,/app/songs/popularity_10/The Ringer.mp3,The Ringer - ,10.0,/app/lyrics/popularity_10/The Ringer.txt,The Ringer,10.0,100
Flaming Hot Cheetos,27,True,True,/app/songs/popularity_3/Flaming Hot Cheetos.mp3,Flaming Hot Cheetos - ,3.0,/app/lyrics/popularity_3/Flaming Hot Cheetos.txt,Flaming Hot Cheetos,3.0,30
You,23,True,True,/app/songs/popularity_1/YOU.mp3,YOU - ,1.0,/app/lyrics/popularity_1/YOU.txt,YOU,1.0,10
Space Program,0,True,True,/app/songs/popularity_0/Space Program.mp3,Space Program - ,0.0,/app/lyrics/popularity_0/Space Program.txt,Space Program,0.0,0
Wake Up Everybody,0,True,True,/app/songs/popularity_0/Wake Up Everybody.mp3,Wake Up Everybody - ,0.0,/app/lyrics/popularity_0/Wake Up Everybody.txt,Wake Up Everybody,0.0,0
Bang Bang,40,True,True,/app/songs/popularity_1/BANG BANG BANG.mp3,BANG BANG BANG - ,1.0,/app/lyrics/popularity_1/BANG BANG BANG.txt,BANG BANG BANG,1.0,10
Ay Que Rico,1,True,True,/app/songs/popularity_1/Ay Que Rico.mp3,Ay Que Rico - ,1.0,/app/lyrics/popularity_1/Ay Que Rico.txt,Ay Que Rico,1.0,10
Long Way Home,1,True,True,/app/songs/popularity_1/Long Way Home.mp3,Long Way Home - ,1.0,/app/lyrics/popularity_1/Long Way Home.txt,Long Way Home,1.0,10
Rock'n Me,2,True,True,/app/songs/popularity_1/Rock'n Me.mp3,Rock'n Me - ,1.0,/app/lyrics/popularity_1/Rock'n Me.txt,Rock'n Me,1.0,10
For A Dancer,0,True,True,/app/songs/popularity_0/For A Dancer.mp3,For A Dancer - ,0.0,/app/lyrics/popularity_0/For A Dancer.txt,For A Dancer,0.0,0
Heaven Can Wait,0,True,True,/app/songs/popularity_0/Heaven Can Wait.mp3,Heaven Can Wait - ,0.0,/app/lyrics/popularity_0/Heaven Can Wait.txt,Heaven Can Wait,0.0,0
Saturday Night's Alright For Fighting,0,True,True,/app/songs/popularity_0/Saturday Night's Alright For Fighting.mp3,Saturday Night's Alright For Fighting - ,0.0,/app/lyrics/popularity_0/Saturday Night's Alright For Fighting.txt,Saturday Night's Alright For Fighting,0.0,0
Teddy Picker,0,True,True,/app/songs/popularity_0/Teddy Picker.mp3,Teddy Picker - ,0.0,/app/lyrics/popularity_0/Teddy Picker.txt,Teddy Picker,0.0,0
Back for More,0,True,True,/app/songs/popularity_0/Back for More.mp3,Back for More - ,0.0,/app/lyrics/popularity_0/Back for More.txt,Back for More,0.0,0
Show Me the Way,0,True,True,/app/songs/popularity_0/Show Me the Way.mp3,Show Me the Way - ,0.0,/app/lyrics/popularity_0/Show Me the Way.txt,Show Me the Way,0.0,0
Ludacris,0,True,True,/app/songs/popularity_0/Ludacris.mp3,Ludacris - ,0.0,/app/lyrics/popularity_0/Ludacris.txt,Ludacris,0.0,0
John Madden 2,0,True,True,/app/songs/popularity_0/John Madden 2.mp3,John Madden 2 - ,0.0,/app/lyrics/popularity_0/John Madden 2.txt,John Madden 2,0.0,0
Midwayer,22,True,True,/app/songs/popularity_3/Midwayer.mp3,Midwayer - ,3.0,/app/lyrics/popularity_3/Midwayer.txt,Midwayer,3.0,30
Como Deseo Ser Tu Amor,0,True,True,/app/songs/popularity_0/Como Deseo Ser Tu Amor.mp3,Como Deseo Ser Tu Amor - ,0.0,/app/lyrics/popularity_0/Como Deseo Ser Tu Amor.txt,Como Deseo Ser Tu Amor,0.0,0
Happier,100,True,True,/app/songs/popularity_10/Happier.mp3,Happier - ,10.0,/app/lyrics/popularity_10/Happier.txt,Happier,10.0,100
Better Now,95,True,True,/app/songs/popularity_10/Better Now.mp3,Better Now - ,10.0,/app/lyrics/popularity_10/Better Now.txt,Better Now,10.0,100
Get Dripped (feat. Playboi Carti),0,True,True,/app/songs/popularity_0/Get Dripped (feat. Playboi Carti).mp3,Get Dripped (feat. Playboi Carti) - ,0.0,/app/lyrics/popularity_0/Get Dripped (feat. Playboi Carti).txt,Get Dripped (feat. Playboi Carti),0.0,0
Luv Them Girls,0,True,True,/app/songs/popularity_0/Luv Them Girls.mp3,Luv Them Girls - ,0.0,/app/lyrics/popularity_0/Luv Them Girls.txt,Luv Them Girls,0.0,0
Oxy Music,0,True,True,/app/songs/popularity_0/Oxy Music.mp3,Oxy Music - ,0.0,/app/lyrics/popularity_0/Oxy Music.txt,Oxy Music,0.0,0
If I Can't,0,True,True,/app/songs/popularity_0/If I Can't.mp3,If I Can't - ,0.0,/app/lyrics/popularity_0/If I Can't.txt,If I Can't,0.0,0
Barbed Wire,0,True,True,/app/songs/popularity_0/Barbed Wire.mp3,Barbed Wire - ,0.0,/app/lyrics/popularity_0/Barbed Wire.txt,Barbed Wire,0.0,0
STFU (feat. Kid Ink),0,True,True,/app/songs/popularity_0/STFU (feat. Kid Ink).mp3,STFU (feat. Kid Ink) - ,0.0,/app/lyrics/popularity_0/STFU (feat. Kid Ink).txt,STFU (feat. Kid Ink),0.0,0
Treat You Better,84,True,True,/app/songs/popularity_2/Treat You Better.mp3,Treat You Better - ,2.0,/app/lyrics/popularity_2/Treat You Better.txt,Treat You Better,2.0,20
Symphony (feat. Zara Larsson),24,True,True,/app/songs/popularity_3/Symphony (feat. Zara Larsson).mp3,Symphony (feat. Zara Larsson) - ,3.0,/app/lyrics/popularity_3/Symphony (feat. Zara Larsson).txt,Symphony (feat. Zara Larsson),3.0,30
Good Times,49,True,True,/app/songs/popularity_1/Good Times.mp3,Good Times - ,1.0,/app/lyrics/popularity_1/Good Times.txt,Good Times,1.0,10
Sail On,0,True,True,/app/songs/popularity_0/Sail On.mp3,Sail On - ,0.0,/app/lyrics/popularity_0/Sail On.txt,Sail On,0.0,0
Details,20,True,True,/app/songs/popularity_2/Details.mp3,Details - ,2.0,/app/lyrics/popularity_2/Details.txt,Details,2.0,20
U Got Me,27,True,True,/app/songs/popularity_3/U Got Me.mp3,U Got Me - ,3.0,/app/lyrics/popularity_3/U Got Me.txt,U Got Me,3.0,30
Soun tha mi primer amor,5,True,True,/app/songs/popularity_1/Soun tha mi primer amor.mp3,Soun tha mi primer amor - ,1.0,/app/lyrics/popularity_1/Soun tha mi primer amor.txt,Soun tha mi primer amor,1.0,10
I'm A Long Gone Daddy,28,True,True,/app/songs/popularity_3/I'm A Long Gone Daddy.mp3,I'm A Long Gone Daddy - ,3.0,/app/lyrics/popularity_3/I'm A Long Gone Daddy.txt,I'm A Long Gone Daddy,3.0,30
I Love You So Much It Hurts,21,True,True,/app/songs/popularity_3/I Love You So Much It Hurts.mp3,I Love You So Much It Hurts - ,3.0,/app/lyrics/popularity_3/I Love You So Much It Hurts.txt,I Love You So Much It Hurts,3.0,30
Anytime - Remastered,26,True,True,/app/songs/popularity_3/Anytime - Remastered.mp3,Anytime - Remastered - ,3.0,/app/lyrics/popularity_3/Anytime - Remastered -.txt,Anytime - Remastered -,3.0,30
Filipino Baby,21,True,True,/app/songs/popularity_3/Filipino Baby.mp3,Filipino Baby - ,3.0,/app/lyrics/popularity_3/Filipino Baby.txt,Filipino Baby,3.0,30
On Top Of Old Smokey,26,True,True,/app/songs/popularity_3/On Top Of Old Smokey.mp3,On Top Of Old Smokey - ,3.0,/app/lyrics/popularity_3/On Top Of Old Smokey.txt,On Top Of Old Smokey,3.0,30
The Three Bells,27,True,True,/app/songs/popularity_3/The Three Bells.mp3,The Three Bells - ,3.0,/app/lyrics/popularity_3/The Three Bells.txt,The Three Bells,3.0,30
How's the World Treating You,26,True,True,/app/songs/popularity_3/How's the World Treating You.mp3,How's the World Treating You - ,3.0,/app/lyrics/popularity_3/How's the World Treating You.txt,How's the World Treating You,3.0,30
Queen of Hearts,25,True,True,/app/songs/popularity_3/Queen of Hearts.mp3,Queen of Hearts - ,3.0,/app/lyrics/popularity_3/Queen of Hearts.txt,Queen of Hearts,3.0,30
Holding Her and Loving You,30,True,True,/app/songs/popularity_3/Holding Her and Loving You.mp3,Holding Her and Loving You - ,3.0,/app/lyrics/popularity_3/Holding Her and Loving You.txt,Holding Her and Loving You,3.0,30
Heartbroken - Edit,27,True,True,/app/songs/popularity_3/Heartbroken - Edit.mp3,Heartbroken - Edit - ,3.0,/app/lyrics/popularity_3/Heartbroken - Edit -.txt,Heartbroken - Edit -,3.0,30
Sh-Boom,4,True,True,/app/songs/popularity_1/Sh-Boom.mp3,Sh-Boom - ,1.0,/app/lyrics/popularity_1/Sh-Boom.txt,Sh-Boom,1.0,10
The Lovecats,7,True,True,/app/songs/popularity_1/The Lovecats.mp3,The Lovecats - ,1.0,/app/lyrics/popularity_1/The Lovecats.txt,The Lovecats,1.0,10
Cosmic Dancer,5,True,True,/app/songs/popularity_1/Cosmic Dancer.mp3,Cosmic Dancer - ,1.0,/app/lyrics/popularity_1/Cosmic Dancer.txt,Cosmic Dancer,1.0,10
I Feel Love (Every Million Miles),8,True,True,/app/songs/popularity_1/I Feel Love (Every Million Miles).mp3,I Feel Love (Every Million Miles) - ,1.0,/app/lyrics/popularity_1/I Feel Love (Every Million Miles).txt,I Feel Love (Every Million Miles),1.0,10
Fell In Love With A Girl,8,True,True,/app/songs/popularity_1/Fell In Love With A Girl.mp3,Fell In Love With A Girl - ,1.0,/app/lyrics/popularity_1/Fell In Love With A Girl.txt,Fell In Love With A Girl,1.0,10
Backbeat,8,True,True,/app/songs/popularity_1/Backbeat.mp3,Backbeat - ,1.0,/app/lyrics/popularity_1/Backbeat.txt,Backbeat,1.0,10
Gun To The Head,2,True,True,/app/songs/popularity_1/Gun To The Head.mp3,Gun To The Head - ,1.0,/app/lyrics/popularity_1/Gun To The Head.txt,Gun To The Head,1.0,10
Beat of My Drum,7,True,True,/app/songs/popularity_1/Beat of My Drum.mp3,Beat of My Drum - ,1.0,/app/lyrics/popularity_1/Beat of My Drum.txt,Beat of My Drum,1.0,10
THIS OLE BOY,0,True,True,/app/songs/popularity_0/THIS OLE BOY.mp3,THIS OLE BOY - ,0.0,/app/lyrics/popularity_0/THIS OLE BOY.txt,THIS OLE BOY,0.0,0
Blackened Sun,7,True,True,/app/songs/popularity_1/Blackened Sun.mp3,Blackened Sun - ,1.0,/app/lyrics/popularity_1/Blackened Sun.txt,Blackened Sun,1.0,10
Head On [Hold On To Your Heart],6,True,True,/app/songs/popularity_1/Head On [Hold On To Your Heart].mp3,Head On [Hold On To Your Heart] - ,1.0,/app/lyrics/popularity_1/Head On [Hold On To Your Heart].txt,Head On [Hold On To Your Heart],1.0,10
All That Love Is,21,True,True,/app/songs/popularity_3/All That Love Is.mp3,All That Love Is - ,3.0,/app/lyrics/popularity_3/All That Love Is.txt,All That Love Is,3.0,30
Origins,4,True,True,/app/songs/popularity_1/Origins.mp3,Origins - ,1.0,/app/lyrics/popularity_1/Origins.txt,Origins,1.0,10
Short Court Style,29,True,True,/app/songs/popularity_3/Short Court Style.mp3,Short Court Style - ,3.0,/app/lyrics/popularity_3/Short Court Style.txt,Short Court Style,3.0,30
Al Oula,0,True,True,/app/songs/popularity_0/Al Oula.mp3,Al Oula - ,0.0,/app/lyrics/popularity_0/Al Oula.txt,Al Oula,0.0,0
Pass That,23,True,True,/app/songs/popularity_3/Pass That.mp3,Pass That - ,3.0,/app/lyrics/popularity_3/Pass That.txt,Pass That,3.0,30
Turn Up,0,True,True,/app/songs/popularity_1/Turn Up.mp3,Turn Up - ,1.0,/app/lyrics/popularity_1/Turn Up.txt,Turn Up,1.0,10
Caminos Verdes,27,True,True,/app/songs/popularity_3/Caminos Verdes.mp3,Caminos Verdes - ,3.0,/app/lyrics/popularity_3/Caminos Verdes.txt,Caminos Verdes,3.0,30
Might Die Young (feat. Olivia O'Brien & Tinashe),28,True,True,/app/songs/popularity_3/Might Die Young (feat. Olivia O'Brien & Tinashe).mp3,Might Die Young (feat. Olivia O'Brien & Tinashe) - ,3.0,/app/lyrics/popularity_3/Might Die Young (feat. Olivia O'Brien & Tinashe).txt,Might Die Young (feat. Olivia O'Brien & Tinashe),3.0,30
Clout (feat. 21 Savage),28,True,True,/app/songs/popularity_3/Clout (feat. 21 Savage).mp3,Clout (feat. 21 Savage) - ,3.0,/app/lyrics/popularity_3/Clout (feat. 21 Savage).txt,Clout (feat. 21 Savage),3.0,30
War Lord,25,True,True,/app/songs/popularity_3/War Lord.mp3,War Lord - ,3.0,/app/lyrics/popularity_3/War Lord.txt,War Lord,3.0,30
Dagger Jacker,0,True,True,/app/songs/popularity_0/Dagger Jacker.mp3,Dagger Jacker - ,0.0,/app/lyrics/popularity_0/Dagger Jacker.txt,Dagger Jacker,0.0,0
Hideaway,52,True,True,/app/songs/popularity_3/Hideaway.mp3,Hideaway - ,3.0,/app/lyrics/popularity_3/Hideaway.txt,Hideaway,3.0,30
All Eyez feat. Jeremih,1,True,True,/app/songs/popularity_1/All Eyez feat. Jeremih.mp3,All Eyez feat. Jeremih - ,1.0,/app/lyrics/popularity_1/All Eyez feat. Jeremih.txt,All Eyez feat. Jeremih,1.0,10
Trust Nobody,5,True,True,/app/songs/popularity_1/Trust Nobody.mp3,Trust Nobody - ,1.0,/app/lyrics/popularity_1/Trust Nobody.txt,Trust Nobody,1.0,10
Just Say,5,True,True,/app/songs/popularity_1/Just Say.mp3,Just Say - ,1.0,/app/lyrics/popularity_1/Just Say.txt,Just Say,1.0,10
